def(VMS),
!def(PROTOTYPES),
!def(LITE),
!def(lint),
!def(USE_SYSTEM_TIME),
def(MSDOS),
(def(VMS)&!def(MSDOS)),
def(BADRAND),
def(PM3D),
def(USE_MOUSE),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
!def(HAVE_ERF),
def(USE_SYSTEM_TIME),
def(_Windows),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPE_IPC),
def(__ZTC__),
!def(BITMAPDEBUG),
True,
!def(MSDOS),
(def(VMS)&!def(BSD)),
def(PROTOTYPES),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
def(TEST_TIME),
def(PIPES),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
