def(BITMAPDEBUG),
!def(BITMAPDEBUG),
def(PIPES),
def(PROTOTYPES),
def(VMS),
def(RELEASE_VERSION),
!def(lint),
def(TEST_STRFTIME),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
!def(PROTOTYPES),
!def(RELEASE_VERSION),
def(PM3D),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(_Windows),
(def(VMS)&!def(BSD)),
!def(GP_ISVAR),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
def(TEST_TERMDOC),
def(__ZTC__),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(PIPE_IPC),
