def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
def(USE_MOUSE),
def(_Windows),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
def(PIPES),
!def(BITMAPDEBUG),
def(VMS),
!def(GP_ISVAR),
def(MSDOS),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
!def(MSDOS),
def(PROTOTYPES),
True,
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
def(__ZTC__),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(lint),
!def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
