def(BITMAPDEBUG),
def(MSDOS),
def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(VMS),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
!def(GP_ISVAR),
def(_Windows),
!def(LITE),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
!def(MSDOS),
def(PM3D),
def(USE_MOUSE),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
!def(PROTOTYPES),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
True,
