def(USE_MOUSE),
!def(AMIGA_SC_6_1),
def(EAM_DATASTRINGS),
def(EAM_OBJECTS),
def(BINARY_DATA_FILE),
(!def(PIPE_IPC)&def(__ZTC__)),
!def(lint),
def(GNUPLOT_HISTORY),
def(PIPES),
def(EAM_HISTOGRAMS),
def(EXTENDED_COLOR_SPECS),
def(_Windows),
!def(OLDUNSETTICS),
def(MSDOS),
def(GP_STRING_VARS),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(EXTENDED_COLOR_SPECS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
(def(VMS)&!def(MSDOS)),
!def(BINARY_DATA_FILE),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(GPLT_X11_MODE),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
def(BACKWARDS_COMPATIBLE),
def(__PUREC__),
!def(GP_STRING_VARS),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
!def(BITMAPDEBUG),
True,
!def(RELEASE_VERSION),
!def(GNUPLOT_HISTORY),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(TEST_TIME),
def(OLDUNSETTICS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(HAVE_LOCALE_H),
!def(__PUREC__),
def(RELEASE_VERSION),
def(PIPE_IPC),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(BITMAPDEBUG),
def(HAVE_LOCALE_H),
!def(EAM_HISTOGRAMS),
def(TEST_TERMDOC),
(!def(PIPE_IPC)&def(VMS)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
(def(VMS)&!def(BSD)),
!def(MSDOS),
(!def(MSDOS)&!def(VMS)),
def(WITH_IMAGE),
def(PM3D),
(!def(AMIGA_SC_6_1)&!def(LITE)),
!def(WITH_IMAGE),
def(GP_MACROS),
!def(LITE),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
