def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
def(MSDOS),
!def(BADRAND),
!def(PROTOTYPES),
!def(LITE),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
def(VMS),
def(PM3D),
!def(BITMAPDEBUG),
def(BADRAND),
!def(HAVE_ERF),
!def(lint),
True,
def(TEST_TIME),
def(USE_MOUSE),
def(RELEASE_VERSION),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
def(__ZTC__),
def(BITMAPDEBUG),
def(PIPE_IPC),
def(_Windows),
!def(MSDOS),
