!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(MSDOS),
!def(MSDOS),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)),
def(BADRAND),
!def(USE_SYSTEM_TIME),
def(_Windows),
def(NO_LOCALE_H),
!def(HAVE_ERF),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
!def(LITE),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(VMS),
!def(BADRAND),
True,
def(PIPES),
