(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERFC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
def(PIPES),
!def(MSDOS),
def(BADRAND),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
True,
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(VMS),
!def(LITE),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(RELEASE_VERSION),
!def(lint),
def(_Windows),
!def(HAVE_ERF),
def(TEST_TIME),
!def(BADRAND),
def(PM3D),
def(__ZTC__),
!def(RELEASE_VERSION),
def(PIPE_IPC),
!def(NO_LOCALE_H),
def(MSDOS),
