def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(BADRAND),
!def(HAVE_ERFC),
def(MSDOS),
(def(X11)&def(USE_MOUSE)),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(RELEASE_VERSION),
True,
def(VMS),
def(PIPES),
def(PM3D),
!def(MSDOS),
!def(LITE),
!def(lint),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPE_IPC),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
def(__ZTC__),
def(_Windows),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
