def(TEST_STRFTIME),
True,
def(VMS),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
!def(MSDOS),
!def(HAVE_ERF),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
!def(lint),
!def(HAVE_ERFC),
def(BADRAND),
def(_Windows),
!def(LITE),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
