!def(GP_ISVAR),
def(TEST_TIME),
def(PM3D),
def(PROTOTYPES),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
def(MSDOS),
!def(PROTOTYPES),
def(BITMAPDEBUG),
True,
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
!def(MSDOS),
!def(RELEASE_VERSION),
def(PIPES),
!def(lint),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
