def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(PIPES),
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(PROTOTYPES),
def(PROTOTYPES),
def(MSDOS),
def(TEST_TERMDOC),
!def(lint),
!def(USE_SYSTEM_TIME),
def(VMS),
def(TEST_TIME),
!def(GP_ISVAR),
def(USE_SYSTEM_TIME),
def(_Windows),
!def(MSDOS),
def(__ZTC__),
!def(BITMAPDEBUG),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
True,
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
