def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(__ZTC__),
!def(HAVE_ERF),
!def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
!def(lint),
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
def(PIPES),
def(_Windows),
!def(RELEASE_VERSION),
def(PM3D),
!def(LITE),
def(BADRAND),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
!def(HAVE_ERFC),
True,
def(MSDOS),
def(TEST_STRFTIME),
!def(BADRAND),
