def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPE_IPC),
!def(LITE),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
def(TEST_TIME),
def(MSDOS),
!def(RELEASE_VERSION),
True,
def(PIPES),
def(NO_LOCALE_H),
!def(MSDOS),
!def(HAVE_ERF),
!def(BADRAND),
def(__ZTC__),
!def(HAVE_ERFC),
def(PM3D),
!def(NO_LOCALE_H),
def(VMS),
def(USE_SYSTEM_TIME),
(def(X11)&def(USE_MOUSE)),
def(TEST_STRFTIME),
def(BADRAND),
def(_Windows),
!def(lint),
def(TEST_TERMDOC),
