!def(NO_LOCALE_H),
def(VMS),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
def(PM3D),
def(BADRAND),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BADRAND),
def(PIPE_IPC),
True,
(def(VMS)&!def(BSD)),
def(_Windows),
!def(MSDOS),
!def(HAVE_ERF),
def(TEST_TIME),
def(__ZTC__),
!def(HAVE_ERFC),
!def(LITE),
def(BITMAPDEBUG),
def(MSDOS),
!def(lint),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
def(PIPES),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
