def(PM3D),
!def(BITMAPDEBUG),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
!def(MSDOS),
def(_Windows),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
!def(BADRAND),
True,
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(PROTOTYPES),
def(BITMAPDEBUG),
!def(lint),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
def(VMS),
def(TEST_TIME),
def(TEST_TERMDOC),
!def(HAVE_ERF),
def(PROTOTYPES),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(TEST_STRFTIME),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
!def(HAVE_ERFC),
