def(TEST_STRFTIME),
!def(NO_LOCALE_H),
!def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
!def(HAVE_ERFC),
def(PIPES),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
!def(LITE),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
def(VMS),
(def(X11)&def(USE_MOUSE)),
!def(MSDOS),
def(RELEASE_VERSION),
def(__ZTC__),
!def(HAVE_ERF),
def(PM3D),
(def(VMS)&!def(BSD)),
!def(lint),
True,
def(MSDOS),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
