def(TEST_STRFTIME),
def(MSDOS),
def(BADRAND),
def(NO_LOCALE_H),
True,
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
!def(lint),
def(LITE),
def(VMS),
!def(HAVE_ERFC),
def(_Windows),
!def(BITMAPDEBUG),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
!def(BADRAND),
!def(HAVE_ERF),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
def(PIPES),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
