(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)),
def(USE_MOUSE),
def(VMS),
!def(BITMAPDEBUG),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PROTOTYPES),
def(TEST_TERMDOC),
def(PIPES),
!def(HAVE_ERFC),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(__ZTC__),
!def(LITE),
def(PM3D),
!def(BADRAND),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
!def(MSDOS),
def(TEST_TIME),
!def(HAVE_ERF),
def(MSDOS),
!def(PROTOTYPES),
!def(lint),
def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(_Windows),
def(BADRAND),
