(def(VMS)&!def(MSDOS)),
!def(BADRAND),
def(BITMAPDEBUG),
def(PIPES),
def(RELEASE_VERSION),
def(MSDOS),
def(_Windows),
def(BADRAND),
!def(MSDOS),
def(USE_MOUSE),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
!def(lint),
def(TEST_TIME),
!def(RELEASE_VERSION),
def(__ZTC__),
def(VMS),
(!def(MSDOS)&!def(VMS)),
def(PM3D),
def(PIPE_IPC),
def(TEST_TERMDOC),
!def(BITMAPDEBUG),
!def(HAVE_ERF),
True,
def(USE_SYSTEM_TIME),
!def(LITE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
