!def(MSDOS),
def(VMS),
!def(NO_LOCALE_H),
def(NO_LOCALE_H),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(BADRAND),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(BADRAND),
def(MSDOS),
!def(HAVE_ERF),
True,
def(PIPES),
def(__ZTC__),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(LITE),
def(_Windows),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
