def(VMS),
def(_Windows),
def(PIPES),
!def(MSDOS),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
!def(BADRAND),
def(NO_LOCALE_H),
def(LITE),
!def(LITE),
!def(HAVE_ERFC),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(BADRAND),
!def(lint),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
def(__ZTC__),
!def(USE_SYSTEM_TIME),
