def(TEST_TERMDOC),
def(PM3D),
(def(VMS)&!def(MSDOS)),
def(VMS),
!def(RELEASE_VERSION),
def(TEST_TIME),
True,
!def(lint),
def(__ZTC__),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(_Windows),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(BADRAND),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
!def(MSDOS),
def(PIPE_IPC),
def(MSDOS),
!def(LITE),
(def(X11)&def(USE_MOUSE)),
