def(USE_MOUSE),
def(_Windows),
def(PM3D),
def(PIPE_IPC),
!def(LITE),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(BITMAPDEBUG),
!def(MSDOS),
def(RELEASE_VERSION),
!def(HAVE_ERFC),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
def(__ZTC__),
!def(RELEASE_VERSION),
def(MSDOS),
def(TEST_TIME),
!def(BADRAND),
!def(lint),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
def(TEST_STRFTIME),
!def(HAVE_ERF),
def(VMS),
