!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
def(PIPES),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
!def(LITE),
def(BITMAPDEBUG),
def(VMS),
def(MSDOS),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
def(TEST_TERMDOC),
def(BADRAND),
def(PM3D),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
!def(lint),
def(USE_MOUSE),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
def(_Windows),
def(TEST_TIME),
def(RELEASE_VERSION),
