(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(BITMAPDEBUG),
(!def(PIPE_IPC)&def(VMS)),
!def(AMIGA_SC_6_1),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
(!def(PIPE_IPC)&def(__ZTC__)),
def(PIPES),
def(USE_MOUSE),
def(MSDOS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(TEST_TIME),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(GP_ISVAR),
def(_Windows),
def(USE_SYSTEM_TIME),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(PROTOTYPES),
def(RELEASE_VERSION),
def(PROTOTYPES),
