(def(VMS)&!def(MSDOS)),
!def(lint),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
!def(HAVE_ERF),
def(TEST_TIME),
!def(HAVE_ERFC),
!def(USE_SYSTEM_TIME),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(_Windows),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(PIPES),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
True,
def(MSDOS),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
def(VMS),
!def(BADRAND),
!def(NO_LOCALE_H),
