(def(VMS)&!def(BSD)),
!def(BADRAND),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
def(NO_LOCALE_H),
def(PIPES),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(__ZTC__),
!def(MSDOS),
!def(lint),
def(_Windows),
def(TEST_STRFTIME),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERFC),
!def(LITE),
!def(USE_SYSTEM_TIME),
True,
def(TEST_TERMDOC),
def(BADRAND),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
