(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
def(PROTOTYPES),
def(VMS),
!def(PROTOTYPES),
def(__ZTC__),
def(RELEASE_VERSION),
def(USE_MOUSE),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
!def(MSDOS),
def(PIPE_IPC),
True,
!def(GP_ISVAR),
def(TEST_TIME),
def(TEST_STRFTIME),
!def(lint),
def(_Windows),
(def(VMS)&!def(BSD)),
def(PM3D),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
!def(BITMAPDEBUG),
