def(GP_MACROS),
def(BACKWARDS_COMPATIBLE),
(def(VMS)&!def(BSD)),
def(__PUREC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(AMIGA_SC_6_1)&!def(LITE)),
def(PIPES),
def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(BITMAPDEBUG),
!def(__PUREC__),
def(PIPE_IPC),
!def(GPLT_X11_MODE),
def(BITMAPDEBUG),
def(EXTENDED_COLOR_SPECS),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(lint),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
(!def(PIPE_IPC)&def(VMS)),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_LOCALE_H),
def(WITH_IMAGE),
!def(OLDUNSETTICS),
True,
def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
def(EAM_OBJECTS),
def(GNUPLOT_HISTORY),
def(MSDOS),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
def(BINARY_DATA_FILE),
!def(WITH_IMAGE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(GNUPLOT_HISTORY),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
def(HAVE_LOCALE_H),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
def(GP_STRING_VARS),
def(TEST_TIME),
def(EAM_DATASTRINGS),
!def(GP_STRING_VARS),
def(PM3D),
def(AMIGA_AC_5),
(!def(PIPE_IPC)&def(__ZTC__)),
def(TEST_STRFTIME),
!def(EAM_HISTOGRAMS),
def(_Windows),
def(OLDUNSETTICS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(EXTENDED_COLOR_SPECS),
!def(BINARY_DATA_FILE),
def(RELEASE_VERSION),
!def(AMIGA_SC_6_1),
!def(LITE),
