!def(RELEASE_VERSION),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(BITMAPDEBUG),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(EAM_DATASTRINGS),
def(PIPE_IPC),
!def(LITE),
def(MSDOS),
True,
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(AMIGA_AC_5),
(def(VMS)&!def(BSD)),
def(GP_MACROS),
def(PIPES),
def(RELEASE_VERSION),
(!def(PIPE_IPC)&def(__ZTC__)),
def(BINARY_DATA_FILE),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(GP_STRING_VARS),
!def(USE_SYSTEM_TIME),
!def(__PUREC__),
!def(AMIGA_SC_6_1),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
(!def(PIPE_IPC)&def(VMS)),
def(TEST_TERMDOC),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(def(VMS)&!def(MSDOS)),
!def(BINARY_DATA_FILE),
def(__PUREC__),
def(PM3D),
!def(lint),
def(EAM_HISTOGRAMS),
def(USE_MOUSE),
!def(MSDOS),
!def(EAM_HISTOGRAMS),
