!def(USE_SYSTEM_TIME),
def(VMS),
!def(LITE),
def(BITMAPDEBUG),
def(_Windows),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
True,
!def(BADRAND),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(MSDOS),
!def(lint),
def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
def(BADRAND),
def(MSDOS),
def(PIPES),
