(def(VMS)&!def(BSD)),
!def(MSDOS),
!def(NO_LOCALE_H),
def(NO_LOCALE_H),
def(BADRAND),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
!def(HAVE_ERF),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(USE_SYSTEM_TIME),
True,
def(PM3D),
!def(BITMAPDEBUG),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
def(VMS),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
!def(BADRAND),
def(MSDOS),
(def(X11)&def(USE_MOUSE)),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(TEST_TIME),
!def(HAVE_ERFC),
