def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
!def(HAVE_ERFC),
def(VMS),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
def(_Windows),
def(LITE),
(def(VMS)&!def(BSD)),
def(__ZTC__),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
!def(lint),
!def(MSDOS),
def(BITMAPDEBUG),
def(PIPES),
def(BADRAND),
!def(LITE),
def(TEST_STRFTIME),
def(TEST_TIME),
!def(BITMAPDEBUG),
!def(HAVE_ERF),
def(TEST_TERMDOC),
