def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
!def(BADRAND),
!def(LITE),
def(BITMAPDEBUG),
def(BADRAND),
def(PIPES),
!def(BITMAPDEBUG),
True,
!def(HAVE_ERF),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(RELEASE_VERSION),
!def(MSDOS),
def(_Windows),
def(__ZTC__),
def(MSDOS),
def(VMS),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(lint),
