def(TEST_STRFTIME),
!def(PROTOTYPES),
def(PIPES),
def(MSDOS),
def(USE_MOUSE),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
True,
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PROTOTYPES),
!def(BITMAPDEBUG),
def(VMS),
!def(MSDOS),
!def(lint),
def(USE_SYSTEM_TIME),
!def(GP_ISVAR),
def(TEST_TERMDOC),
def(PM3D),
(def(VMS)&!def(BSD)),
def(RELEASE_VERSION),
def(__ZTC__),
