def(TEST_TERMDOC),
def(MSDOS),
def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
def(__ZTC__),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
def(PIPES),
!def(MSDOS),
def(VMS),
def(TEST_TIME),
!def(lint),
!def(LITE),
(def(VMS)&!def(MSDOS)),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
!def(HAVE_ERF),
def(_Windows),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
