def(MSDOS),
def(USE_MOUSE),
def(PM3D),
def(PIPES),
!def(lint),
True,
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(_Windows),
def(BADRAND),
!def(NO_LOCALE_H),
!def(BADRAND),
def(VMS),
!def(HAVE_ERF),
!def(MSDOS),
def(NO_LOCALE_H),
def(TEST_TIME),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
