def(USE_MOUSE),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(lint),
def(USE_SYSTEM_TIME),
def(PIPES),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(MSDOS),
def(TEST_TERMDOC),
!def(LITE),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(RELEASE_VERSION),
def(PIPE_IPC),
True,
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
def(PROTOTYPES),
def(PM3D),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
!def(PROTOTYPES),
def(VMS),
!def(GP_ISVAR),
