def(_Windows),
!def(LITE),
!def(NO_LOCALE_H),
def(TEST_TIME),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
(def(VMS)&!def(BSD)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
True,
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
!def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(HAVE_ERF),
!def(lint),
!def(MSDOS),
def(LITE),
def(BITMAPDEBUG),
def(NO_LOCALE_H),
!def(BADRAND),
def(__ZTC__),
def(MSDOS),
