def(TEST_TERMDOC),
def(_Windows),
def(__ZTC__),
def(USE_MOUSE),
def(USE_SYSTEM_TIME),
!def(lint),
def(VMS),
!def(BITMAPDEBUG),
def(BADRAND),
def(PIPE_IPC),
def(TEST_STRFTIME),
def(PIPES),
!def(BADRAND),
!def(HAVE_ERFC),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
!def(MSDOS),
def(MSDOS),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
True,
!def(HAVE_ERF),
def(BITMAPDEBUG),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
def(PM3D),
!def(NO_LOCALE_H),
