!def(lint),
def(_Windows),
!def(LITE),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(__ZTC__),
def(TEST_STRFTIME),
def(MSDOS),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
True,
!def(HAVE_ERF),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
def(TEST_TIME),
def(VMS),
!def(BADRAND),
