def(HAVE_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
!def(RELEASE_VERSION),
def(PIPES),
def(VOLATILE_REFRESH),
!def(GNUPLOT_HISTORY),
(def(VMS)&!def(BSD)),
!def(VOLATILE_REFRESH),
def(RELEASE_VERSION),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
!def(HAVE_GD_PNG),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(E_MINEXP),
!def(__PUREC__),
def(TEST_TERMDOC),
True,
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
!def(EXTENDED_COLOR_SPECS),
!def(LITE),
def(EXTENDED_COLOR_SPECS),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
!def(GPLT_X11_MODE),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(WIN32),
def(GNUPLOT_HISTORY),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
(!def(MSDOS)&!def(VMS)),
def(EAM_HISTOGRAMS),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
!def(HAVE_LOCALE_H),
def(EAM_OBJECTS),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
def(AMIGA_AC_5),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(BACKWARDS_COMPATIBLE),
!def(EAM_OBJECTS),
(!def(PIPE_IPC)&def(VMS)),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
def(BACKWARDS_COMPATIBLE),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(__PUREC__),
!def(MSDOS),
def(USE_MOUSE),
def(MSDOS),
def(TEST_TIME),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(WIN32),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
def(GP_MACROS),
def(USE_SYSTEM_TIME),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(_Windows),
