!def(BITMAPDEBUG),
def(MSDOS),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
(!def(MSDOS)&!def(VMS)),
!def(MSDOS),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(VMS),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
True,
def(BITMAPDEBUG),
!def(lint),
def(__ZTC__),
def(PIPES),
!def(BADRAND),
def(_Windows),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(NO_LOCALE_H),
!def(LITE),
