(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
def(PM3D),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
!def(lint),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(RELEASE_VERSION),
def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(BITMAPDEBUG),
def(__ZTC__),
def(BITMAPDEBUG),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(MSDOS),
def(TEST_TIME),
!def(RELEASE_VERSION),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
!def(MSDOS),
True,
def(PIPES),
(def(X11)&def(USE_MOUSE)),
def(TEST_STRFTIME),
def(BADRAND),
!def(HAVE_ERF),
def(USE_SYSTEM_TIME),
def(VMS),
