!def(lint),
def(TEST_TIME),
def(_Windows),
def(PM3D),
!def(LITE),
!def(MSDOS),
!def(RELEASE_VERSION),
!def(BADRAND),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
def(MSDOS),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
!def(HAVE_ERF),
def(USE_MOUSE),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
def(BADRAND),
def(VMS),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
True,
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
