!def(RELEASE_VERSION),
!def(NO_LOCALE_H),
def(MSDOS),
def(PIPES),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
True,
!def(BITMAPDEBUG),
!def(BADRAND),
!def(HAVE_ERFC),
!def(LITE),
def(PM3D),
(def(VMS)&!def(MSDOS)),
(def(X11)&def(USE_MOUSE)),
def(TEST_TIME),
def(TEST_TERMDOC),
def(_Windows),
def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(VMS),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(__ZTC__),
!def(MSDOS),
def(PIPE_IPC),
def(TEST_STRFTIME),
(def(VMS)&!def(BSD)),
