def(TEST_STRFTIME),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
!def(lint),
!def(HAVE_ERF),
def(__ZTC__),
def(BADRAND),
!def(BITMAPDEBUG),
def(MSDOS),
def(BITMAPDEBUG),
def(VMS),
!def(MSDOS),
True,
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(NO_LOCALE_H),
!def(BADRAND),
def(PIPE_IPC),
(def(VMS)&!def(BSD)),
def(RELEASE_VERSION),
def(PIPES),
!def(LITE),
(def(X11)&def(USE_MOUSE)),
def(NO_LOCALE_H),
def(_Windows),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
!def(HAVE_ERFC),
