def(TEST_TERMDOC),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
!def(LITE),
!def(HAVE_ERFC),
def(VMS),
def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
def(TEST_TIME),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(NO_LOCALE_H),
def(NO_LOCALE_H),
True,
(def(VMS)&!def(BSD)),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
def(BADRAND),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
