def(MSDOS),
def(PM3D),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(_Windows),
!def(LITE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
True,
def(TEST_TIME),
def(__ZTC__),
def(BITMAPDEBUG),
def(USE_MOUSE),
!def(BADRAND),
!def(HAVE_ERF),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
!def(BITMAPDEBUG),
def(RELEASE_VERSION),
!def(MSDOS),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
def(VMS),
def(PIPE_IPC),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
