def(PIPE_IPC),
def(PM3D),
def(TEST_STRFTIME),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(__ZTC__),
!def(lint),
!def(MSDOS),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
def(NO_LOCALE_H),
True,
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
!def(BITMAPDEBUG),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
def(VMS),
!def(HAVE_ERF),
def(TEST_TIME),
!def(LITE),
def(_Windows),
def(MSDOS),
!def(NO_LOCALE_H),
!def(BADRAND),
!def(HAVE_ERFC),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
