def(MSDOS),
def(VMS),
!def(lint),
!def(LITE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
True,
def(BADRAND),
!def(HAVE_ERFC),
!def(MSDOS),
def(NO_LOCALE_H),
!def(HAVE_ERF),
def(TEST_STRFTIME),
def(_Windows),
def(BITMAPDEBUG),
