def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
!def(lint),
def(VMS),
def(TEST_TIME),
def(RELEASE_VERSION),
def(USE_MOUSE),
def(BITMAPDEBUG),
def(BADRAND),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(_Windows),
!def(LITE),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BADRAND),
def(PIPE_IPC),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(PM3D),
!def(MSDOS),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(PIPES),
