!def(BADRAND),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(_Windows),
def(__ZTC__),
def(PM3D),
def(TEST_TIME),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
!def(HAVE_ERFC),
True,
!def(BITMAPDEBUG),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(X11)&def(USE_MOUSE)),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(LITE),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
!def(lint),
def(BADRAND),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
def(VMS),
def(TEST_STRFTIME),
