def(TEST_TERMDOC),
def(PM3D),
def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
def(VMS),
def(USE_MOUSE),
!def(lint),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
!def(MSDOS),
!def(LITE),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
def(TEST_TIME),
def(TEST_STRFTIME),
def(_Windows),
(def(VMS)&!def(BSD)),
def(BADRAND),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
True,
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
def(BITMAPDEBUG),
def(PIPE_IPC),
!def(BITMAPDEBUG),
