def(TEST_TIME),
!def(HAVE_ERF),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
!def(lint),
def(TEST_STRFTIME),
def(PM3D),
def(PIPES),
def(USE_SYSTEM_TIME),
def(USE_MOUSE),
!def(NO_LOCALE_H),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(__ZTC__),
(def(VMS)&!def(BSD)),
!def(MSDOS),
!def(BADRAND),
def(BADRAND),
!def(USE_SYSTEM_TIME),
def(VMS),
def(MSDOS),
!def(BITMAPDEBUG),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
def(_Windows),
!def(LITE),
