def(TEST_TIME),
!def(BITMAPDEBUG),
!def(MSDOS),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
!def(lint),
def(PIPE_IPC),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(_Windows),
def(BADRAND),
def(MSDOS),
def(BITMAPDEBUG),
!def(LITE),
def(VMS),
def(PIPES),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
def(PROTOTYPES),
def(PM3D),
!def(HAVE_ERFC),
!def(PROTOTYPES),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
