def(_Windows),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(PM3D),
!def(lint),
def(USE_SYSTEM_TIME),
!def(MSDOS),
def(TEST_TERMDOC),
!def(BADRAND),
def(BADRAND),
def(VMS),
!def(HAVE_ERFC),
def(MSDOS),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
True,
!def(HAVE_ERF),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
!def(LITE),
!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(__ZTC__),
!def(RELEASE_VERSION),
def(PIPE_IPC),
def(TEST_TIME),
