def(TEST_TIME),
def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPE_IPC),
def(VMS),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
(def(X11)&def(USE_MOUSE)),
!def(BADRAND),
!def(HAVE_ERF),
def(NO_LOCALE_H),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(TEST_TERMDOC),
def(BADRAND),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
def(_Windows),
True,
!def(BITMAPDEBUG),
def(PIPES),
def(TEST_STRFTIME),
!def(lint),
!def(RELEASE_VERSION),
!def(NO_LOCALE_H),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
