def(TEST),
!def(BADRAND),
def(BADRAND),
!def(SYSTEM_TIME),
!def(OSK),
def(SYSTEM_TIME),
!def(NO_LOCALE_H),
!def(MSDOS),
!def(LITE),
!def(HAVE_ERF),
def(VMS),
def(NO_LOCALE_H),
!def(lint),
def(LITE),
True,
def(unix),
def(TEST_TIME),
(def(__TURBOC__)&!def(__ZTC__)&!def(_Windows)),
def(_Windows),
def(TEST_STRFTIME),
def(HAVE_SYS_UTSNAME_H),
