def(PIPES),
def(TEST_TERMDOC),
!def(HAVE_ERF),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
True,
!def(BADRAND),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_MOUSE),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(PM3D),
!def(PROTOTYPES),
!def(MSDOS),
!def(LITE),
def(MSDOS),
def(__ZTC__),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
def(BADRAND),
def(PROTOTYPES),
!def(BITMAPDEBUG),
!def(lint),
def(BITMAPDEBUG),
def(RELEASE_VERSION),
def(VMS),
