def(BITMAPDEBUG),
!def(BITMAPDEBUG),
def(PIPES),
def(PM3D),
def(USE_MOUSE),
def(VMS),
def(TEST_TIME),
def(PIPE_IPC),
def(_Windows),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PROTOTYPES),
(!def(MSDOS)&!def(VMS)),
True,
def(TEST_TERMDOC),
def(__ZTC__),
(def(VMS)&!def(BSD)),
!def(MSDOS),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
!def(lint),
def(USE_SYSTEM_TIME),
!def(GP_ISVAR),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(PROTOTYPES),
