def(TEST_STRFTIME),
def(PM3D),
!def(LITE),
def(PIPE_IPC),
!def(BADRAND),
def(PIPES),
(def(X11)&def(USE_MOUSE)),
!def(lint),
def(_Windows),
def(MSDOS),
!def(HAVE_ERF),
def(BADRAND),
!def(HAVE_ERFC),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
True,
!def(NO_LOCALE_H),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(VMS),
!def(BITMAPDEBUG),
def(NO_LOCALE_H),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
