def(MSDOS),
def(RELEASE_VERSION),
def(_Windows),
(def(X11)&def(USE_MOUSE)),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
def(BADRAND),
def(VMS),
!def(HAVE_ERF),
def(__ZTC__),
!def(BADRAND),
def(PM3D),
!def(lint),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
True,
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
!def(MSDOS),
!def(NO_LOCALE_H),
def(TEST_STRFTIME),
def(PIPES),
!def(RELEASE_VERSION),
def(PIPE_IPC),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
!def(HAVE_ERFC),
